எண்,பால்,இயல்,அதிகாரம்,குறள்
1115,3. காமத்துப்பால்,3.1 களவியல்,3.1.4 நலம்புனைந்துரைத்தல்,"அனிச்சப்பூக் கால்களையாள் பெய்தாள் நுகப்பிற்கு
நல்ல படாஅ பறை."
1116,3. காமத்துப்பால்,3.1 களவியல்,3.1.4 நலம்புனைந்துரைத்தல்,"மதியும் மடந்தை முகனும் அறியா
பதியின் கலங்கிய மீன்."
1117,3. காமத்துப்பால்,3.1 களவியல்,3.1.4 நலம்புனைந்துரைத்தல்,"அறுவாய் நிறைந்த அவிர்மதிக்குப் போல
மறுவுண்டோ மாதர் முகத்து."
1118,3. காமத்துப்பால்,3.1 களவியல்,3.1.4 நலம்புனைந்துரைத்தல்,"மாதர் முகம்போல் ஒளிவிட வல்லையேல்
காதலை வாழி மதி."
1119,3. காமத்துப்பால்,3.1 களவியல்,3.1.4 நலம்புனைந்துரைத்தல்,"மலரன்ன கண்ணாள் முகமொத்தி யாயின்
பலர்காணத் தோன்றல் மதி."
1120,3. காமத்துப்பால்,3.1 களவியல்,3.1.4 நலம்புனைந்துரைத்தல்,"அனிச்சமும் அன்னத்தின் தூவியும் மாதர்
அடிக்கு நெருஞ்சிப் பழம்."
1121,3. காமத்துப்பால்,3.1 களவியல்,3.1.5 காதற்சிறப்புரைத்தல்,"பாலொடு தேன்கலந் தற்றே பணிமொழி
வாலெயிறு ஊறிய நீர்."
1122,3. காமத்துப்பால்,3.1 களவியல்,3.1.5 காதற்சிறப்புரைத்தல்,"உடம்பொடு உயிரிடை என்னமற் றன்ன
மடந்தையொடு எம்மிடை நட்பு."
1123,3. காமத்துப்பால்,3.1 களவியல்,3.1.5 காதற்சிறப்புரைத்தல்,"கருமணியிற் பாவாய்நீ போதாயாம் வீழும்
திருநுதற்கு இல்லை இடம்."
1124,3. காமத்துப்பால்,3.1 களவியல்,3.1.5 காதற்சிறப்புரைத்தல்,"வாழ்தல் உயிர்க்கன்னள் ஆயிழை சாதல்
அதற்கன்னள் நீங்கும் இடத்து."
1125,3. காமத்துப்பால்,3.1 களவியல்,3.1.5 காதற்சிறப்புரைத்தல்,"உள்ளுவன் மன்யான் மறப்பின் மறப்பறியேன்
ஒள்ளமர்க் கண்ணாள் குணம்."
1126,3. காமத்துப்பால்,3.1 களவியல்,3.1.5 காதற்சிறப்புரைத்தல்,"கண்ணுள்ளின் போகார் இமைப்பின் பருகுவரா
நுண்ணியர்எம் காத லவர்."
1127,3. காமத்துப்பால்,3.1 களவியல்,3.1.5 காதற்சிறப்புரைத்தல்,"கண்ணுள்ளார் காத லவராகக் கண்ணும்
எழுதேம் கரப்பாக்கு அறிந்து."
1128,3. காமத்துப்பால்,3.1 களவியல்,3.1.5 காதற்சிறப்புரைத்தல்,"நெஞ்சத்தார் காத லவராக வெய்துண்டல்
அஞ்சுதும் வேபாக் கறிந்து."
1129,3. காமத்துப்பால்,3.1 களவியல்,3.1.5 காதற்சிறப்புரைத்தல்,"இமைப்பின் கரப்பாக்கு அறிவல் அனைத்திற்கே
ஏதிலர் என்னும் இவ் வூர்."
1130,3. காமத்துப்பால்,3.1 களவியல்,3.1.5 காதற்சிறப்புரைத்தல்,"உவந்துறைவர் உள்ளத்துள் என்றும் இகந்துறைவர்
ஏதிலர் என்னும் இவ் வூர்."
1131,3. காமத்துப்பால்,3.1 களவியல்,3.1.6 நாணுத்துறவுரைத்தல்,"காமம் உழந்து வருந்தினார்க்கு ஏமம்
மடலல்லது இல்லை வலி."
1132,3. காமத்துப்பால்,3.1 களவியல்,3.1.6 நாணுத்துறவுரைத்தல்,"நோனா உடம்பும் உயிரும் மடலேறும்
நாணினை நீக்கி நிறுத்து."
1133,3. காமத்துப்பால்,3.1 களவியல்,3.1.6 நாணுத்துறவுரைத்தல்,"நாணொடு நல்லாண்மை பண்டுடையேன் இன்றுடையேன்
காமுற்றார் ஏறும் மடல்."
1134,3. காமத்துப்பால்,3.1 களவியல்,3.1.6 நாணுத்துறவுரைத்தல்,"காமக் கடும்புனல் உய்க்கும் நாணொடு
நல்லாண்மை என்னும் புணை."
1135,3. காமத்துப்பால்,3.1 களவியல்,3.1.6 நாணுத்துறவுரைத்தல்,"தொடலைக் குறுந்தொடி தந்தாள் மடலொடு
மாலை உழக்கும் துயர்."
1136,3. காமத்துப்பால்,3.1 களவியல்,3.1.6 நாணுத்துறவுரைத்தல்,"மடலூர்தல் யாமத்தும் உள்ளுவேன் மன்ற
படல்ஒல்லா பேதைக்கென் கண்."
1137,3. காமத்துப்பால்,3.1 களவியல்,3.1.6 நாணுத்துறவுரைத்தல்,"கடலன்ன காமம் உழந்தும் மடலேறாப்
பெண்ணின் பெருந்தக்க தில்."
1138,3. காமத்துப்பால்,3.1 களவியல்,3.1.6 நாணுத்துறவுரைத்தல்,"நிறையரியர் மன்அளியர் என்னாது காமம்
மறையிறந்து மன்று படும்."
1139,3. காமத்துப்பால்,3.1 களவியல்,3.1.6 நாணுத்துறவுரைத்தல்,"அறிகிலார் எல்லாரும் என்றேஎன் காமம்
மறுகின் மறுகும் மருண்டு."
1140,3. காமத்துப்பால்,3.1 களவியல்,3.1.6 நாணுத்துறவுரைத்தல்,"யாம்கண்ணின் காண நகுப அறிவில்லார்
யாம்பட்ட தாம்படா ஆறு."
1141,3. காமத்துப்பால்,3.1 களவியல்,3.1.7 அலரறிவுறுத்தல்,"அலரெழ ஆருயிர் நிற்கும் அதனைப்
பலரறியார் பாக்கியத் தால்."
1142,3. காமத்துப்பால்,3.1 களவியல்,3.1.7 அலரறிவுறுத்தல்,"மலரன்ன கண்ணாள் அருமை அறியாது
அலரெமக்கு ஈந்ததிவ் வூர்."
1143,3. காமத்துப்பால்,3.1 களவியல்,3.1.7 அலரறிவுறுத்தல்,"உறாஅதோ ஊரறிந்த கெளவை அதனைப்
பெறாஅது பெற்றன்ன நீர்த்து."
1144,3. காமத்துப்பால்,3.1 களவியல்,3.1.7 அலரறிவுறுத்தல்,"கவ்வையால் கவ்விது காமம் அதுவின்றேல்
தவ்வென்னும் தன்மை இழந்து."
1145,3. காமத்துப்பால்,3.1 களவியல்,3.1.7 அலரறிவுறுத்தல்,"களித்தொறும் கள்ளுண்டல் வேட்டற்றால் காமம்
வெளிப்படுந் தோறும் இனிது."
1146,3. காமத்துப்பால்,3.1 களவியல்,3.1.7 அலரறிவுறுத்தல்,"கண்டது மன்னும் ஒருநாள் அலர்மன்னும்
திங்களைப் பாம்புகொண் டற்று."
1147,3. காமத்துப்பால்,3.1 களவியல்,3.1.7 அலரறிவுறுத்தல்,"ஊரவர் கெளவை எருவாக அன்னைசொல்
நீராக நீளும்இந் நோய்."
1148,3. காமத்துப்பால்,3.1 களவியல்,3.1.7 அலரறிவுறுத்தல்,"நெய்யால் எரிநுதுப்பேம் என்றற்றால் கெளவையால்
காமம் நுதுப்பேம் எனல்."
1149,3. காமத்துப்பால்,3.1 களவியல்,3.1.7 அலரறிவுறுத்தல்,"அலர்நாண ஒல்வதோ அஞ்சலோம்பு என்றார்
பலர்நாண நீத்தக் கடை."
1150,3. காமத்துப்பால்,3.1 களவியல்,3.1.7 அலரறிவுறுத்தல்,"தாம்வேண்டின் நல்குவர் காதலர் யாம்வேண்டும்
கெளவை எடுக்கும்இவ் வூர்."
1151,3. காமத்துப்பால்,3.2 கற்பியல்,3.2 கற்பியல்,"செல்லாமை உண்டேல் எனக்குரை மற்றுநின்
வல்வரவு வாழ்வார்க் குரை."
1152,3. காமத்துப்பால்,3.2 கற்பியல்,3.2 கற்பியல்,"இன்கண் உடைத்தவர் பார்வல் பிரிவஞ்சும்
புன்கண் உடைத்தால் புணர்வு."
1153,3. காமத்துப்பால்,3.2 கற்பியல்,3.2 கற்பியல்,"அரிதரோ தேற்றம் அறிவுடையார் கண்ணும்
பிரிவோ ரிடத்துண்மை யான்."
1154,3. காமத்துப்பால்,3.2 கற்பியல்,3.2 கற்பியல்,"அளித்தஞ்சல் என்றவர் நீப்பின் தெளித்தசொல்
தேறியார்க்கு உண்டோ தவறு."
1155,3. காமத்துப்பால்,3.2 கற்பியல்,3.2 கற்பியல்,"ஓம்பின் அமைந்தார் பிரிவோம்பல் மற்றவர்
நீங்கின் அரிதால் புணர்வு."
1156,3. காமத்துப்பால்,3.2 கற்பியல்,3.2 கற்பியல்,"பிரிவுரைக்கும் வன்கண்ணர் ஆயின் அரிதவர்
நல்குவர் என்னும் நசை."
1157,3. காமத்துப்பால்,3.2 கற்பியல்,3.2 கற்பியல்,"துறைவன் துறந்தமை தூற்றாகொல் முன்கை
இறைஇறவா நின்ற வளை."
1158,3. காமத்துப்பால்,3.2 கற்பியல்,3.2 கற்பியல்,"இன்னாது இனன்இல்ஊர் வாழ்தல் அதனினும்
இன்னாது இனியார்ப் பிரிவு."
1159,3. காமத்துப்பால்,3.2 கற்பியல்,3.2 கற்பியல்,"தொடிற்சுடின் அல்லது காமநோய் போல
விடிற்சுடல் ஆற்றுமோ தீ."
1160,3. காமத்துப்பால்,3.2 கற்பியல்,3.2 கற்பியல்,"அரிதாற்றி அல்லல்நோய் நீக்கிப் பிரிவாற்றிப்
பின்இருந்து வாழ்வார் பலர்."
1161,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.2 படர்மெலிந்திரங்கல்,"மறைப்பேன்மன் யானிஃதோ நோயை இறைப்பவர்க்கு
ஊற்றுநீர் போல மிகும்."
1162,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.2 படர்மெலிந்திரங்கல்,"கரத்தலும் ஆற்றேன்இந் நோயைநோய் செய்தார்க்கு
உரைத்தலும் நாணுத் தரும்."
1163,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.2 படர்மெலிந்திரங்கல்,"காமமும் நாணும் உயிர்காவாத் தூங்கும்என்
நோனா உடம்பின் அகத்து."
1164,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.2 படர்மெலிந்திரங்கல்,"காமக் கடல்மன்னும் உண்டே அதுநீந்தும்
ஏமப் புணைமன்னும் இல்."
1165,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.2 படர்மெலிந்திரங்கல்,"துப்பின் எவனாவர் மன்கொல் துயர்வரவு
நட்பினுள் ஆற்று பவர்."
1166,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.2 படர்மெலிந்திரங்கல்,"இன்பம் கடல்மற்றுக் காமம் அஃதடுங்கால்
துன்பம் அதனிற் பெரிது."
1167,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.2 படர்மெலிந்திரங்கல்,"காமக் கடும்புனல் நீந்திக் கரைகாணேன்
யாமத்தும் யானே உளேன்."
1168,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.2 படர்மெலிந்திரங்கல்,"மன்னுயிர் எல்லாம் துயிற்றி அளித்திரா
என்னல்லது இல்லை துணை."
1169,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.2 படர்மெலிந்திரங்கல்,"கொடியார் கொடுமையின் தாம்கொடிய இந்நாள்
நெடிய கழியும் இரா."
1170,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.2 படர்மெலிந்திரங்கல்,"உள்ளம்போன்று உள்வழிச் செல்கிற்பின் வெள்ளநீர்
நீந்தல மன்னோஎன் கண்."
1171,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.3 கண்விதுப்பழிதல்,"கண்தாம் கலுழ்வ தெவன்கொலோ தண்டாநோய்
தாம்காட்ட யாம்கண் டது."
1172,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.3 கண்விதுப்பழிதல்,"தெரிந்துணரா நோக்கிய உண்கண் பரிந்துணராப்
பைதல் உழப்பது எவன்?"
1173,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.3 கண்விதுப்பழிதல்,"கதுமெனத் தாநோக்கித் தாமே கலுழும்
இதுநகத் தக்க துடைத்து."
1174,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.3 கண்விதுப்பழிதல்,"பெயலாற்றா நீருலந்த உண்கண் உயலாற்றா
உய்வில்நோய் என்கண் நிறுத்து."
1175,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.3 கண்விதுப்பழிதல்,"படலாற்றா பைதல் உழக்கும் கடலாற்றாக்
காமநோய் செய்தஎன் கண்."
1176,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.3 கண்விதுப்பழிதல்,"ஓஒ இனிதே எமக்கிந்நோய் செய்தகண்
தாஅம் இதற்பட் டது."
1177,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.3 கண்விதுப்பழிதல்,"உழந்துழந் துள்நீர் அறுக விழைந்திழைந்து
வேண்டி அவர்க்கண்ட கண்."
1178,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.3 கண்விதுப்பழிதல்,"பேணாது பெட்டார் உளர்மன்னோ மற்றவர்க்
காணாது அமைவில கண்."
1179,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.3 கண்விதுப்பழிதல்,"வாராக்கால் துஞ்சா வரின்துஞ்சா ஆயிடை
ஆரஞர் உற்றன கண்."
1180,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.3 கண்விதுப்பழிதல்,"மறைபெறல் ஊரார்க்கு அரிதன்றால் எம்போல்
அறைபறை கண்ணார் அகத்து."
1181,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.4 பசப்புறுபருவரல்,"நயந்தவர்க்கு நல்காமை நேர்ந்தேன் பசந்தவென்
பண்பியார்க்கு உரைக்கோ பிற."
1182,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.4 பசப்புறுபருவரல்,"அவர்தந்தார் என்னும் தகையால் இவர்தந்தென்
மேனிமேல் ஊரும் பசப்பு."
1183,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.4 பசப்புறுபருவரல்,"சாயலும் நாணும் அவர்கொண்டார் கைம்மாறா
நோயும் பசலையும் தந்து."
1184,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.4 பசப்புறுபருவரல்,"உள்ளுவன் மன்யான் உரைப்பது அவர்திறமால்
கள்ளம் பிறவோ பசப்பு."
1185,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.4 பசப்புறுபருவரல்,"உவக்காண்எம் காதலர் செல்வார் இவக்காண்என்
மேனி பசப்பூர் வது."
1186,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.4 பசப்புறுபருவரல்,"விளக்கற்றம் பார்க்கும் இருளேபோல் கொண்கன்
முயக்கற்றம் பார்க்கும் பசப்பு."
1187,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.4 பசப்புறுபருவரல்,"புல்லிக் கிடந்தேன் புடைபெயர்ந்தேன் அவ்வளவில்
அள்ளிக்கொள் வற்றே பசப்பு."
1188,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.4 பசப்புறுபருவரல்,"பசந்தாள் இவள்என்பது அல்லால் இவளைத்
துறந்தார் அவர்என்பார் இல்."
1189,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.4 பசப்புறுபருவரல்,"பசக்கமன் பட்டாங்கென் மேனி நயப்பித்தார்
நன்னிலையர் ஆவர் எனின்."
1190,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.4 பசப்புறுபருவரல்,"பசப்பெனப் பேர்பெறுதல் நன்றே நயப்பித்தார்
நல்காமை தூற்றார் எனின்."
1191,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.5 தனிப்படர்மிகுதி,"தாம்வீழ்வார் தம்வீழப் பெற்றவர் பெற்றாரே
காமத்துக் காழில் கனி."
1192,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.5 தனிப்படர்மிகுதி,"வாழ்வார்க்கு வானம் பயந்தற்றால் வீழ்வார்க்கு
வீழ்வார் அளிக்கும் அளி."
1193,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.5 தனிப்படர்மிகுதி,"வீழுநர் வீழப் படுவார்க்கு அமையுமே
வாழுநம் என்னும் செருக்கு."
1194,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.5 தனிப்படர்மிகுதி,"வீழப் படுவார் கெழீஇயிலர் தாம்வீழ்வார்
வீழப் படாஅர் எனின்."
1195,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.5 தனிப்படர்மிகுதி,"நாம்காதல் கொண்டார் நமக்கெவன் செய்பவோ
தாம்காதல் கொள்ளாக் கடை."
1196,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.5 தனிப்படர்மிகுதி,"ஒருதலையான் இன்னாது காமம்காப் போல
இருதலை யானும் இனிது."
1197,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.5 தனிப்படர்மிகுதி,"பருவரலும் பைதலும் காணான்கொல் காமன்
ஒருவர்கண் நின்றொழுகு வான்."
1198,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.5 தனிப்படர்மிகுதி,"வீழ்வாரின் இன்சொல் பெறாஅது உலகத்து
வாழ்வாரின் வன்கணார் இல்."
1199,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.5 தனிப்படர்மிகுதி,"நசைஇயார் நல்கார் எனினும் அவர்மாட்டு
இசையும் இனிய செவிக்கு."
1200,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.5 தனிப்படர்மிகுதி,"உறாஅர்க்கு உறுநோய் உரைப்பாய் கடலைச்
செறாஅஅய் வாழிய நெஞ்சு."
1201,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.6 நினைந்தவர்புலம்பல்,"உள்ளினும் தீராப் பெருமகிழ் செய்தலால்
கள்ளினும் காமம் இனிது."
1202,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.6 நினைந்தவர்புலம்பல்,"எனைத்தொனறு ஏனிதேகாண் காமம்தாம் வீழ்வார்
நினைப்ப வருவதொன்று ஏல்."
1203,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.6 நினைந்தவர்புலம்பல்,"நினைப்பவர் போன்று நினையார்கொல் தும்மல்
சினைப்பது போன்று கெடும்."
1204,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.6 நினைந்தவர்புலம்பல்,"யாமும் உளேங்கொல் அவர்நெஞ்சத்து எந்நெஞ்சத்து
ஓஒ உளரே அவர்."
1205,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.6 நினைந்தவர்புலம்பல்,"தம்நெஞ்சத்து எம்மைக் கடிகொண்டார் நாணார்கொல்
எம்நெஞ்சத்து ஓவா வரல்."
1206,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.6 நினைந்தவர்புலம்பல்,"மற்றியான் என்னுளேன் மன்னோ அவரொடி யான்
உற்றநாள் உள்ள உளேன்."
1207,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.6 நினைந்தவர்புலம்பல்,"மறப்பின் எவனாவன் மற்கொல் மறப்பறியேன்
உள்ளினும் உள்ளம் சுடும்."
1208,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.6 நினைந்தவர்புலம்பல்,"எனைத்து நினைப்பினும் காயார் அனைத்தன்றோ
காதலர் செய்யும் சிறப்பு."
1209,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.6 நினைந்தவர்புலம்பல்,"விளியுமென் இன்னுயிர் வேறல்லம் என்பார்
அளியின்மை ஆற்ற நினைந்து."
1210,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.6 நினைந்தவர்புலம்பல்,"விடாஅது சென்றாரைக் கண்ணினால் காணப்
படாஅதி வாழி மதி."
1211,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.7 கனவுநிலையுரைத்தல்,"காதலர் தூதொடு வந்த கனவினுக்கு
யாதுசெய் வேன்கொல் விருந்து."
1212,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.7 கனவுநிலையுரைத்தல்,"கயலுண்கண் யானிரப்பத் துஞ்சிற் கலந்தார்க்கு
உயலுண்மை சாற்றுவேன் மன்."
1213,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.7 கனவுநிலையுரைத்தல்,"நனவினால் நல்கா தவரைக் கனவினால்
காண்டலின் உண்டென் உயிர்."
1214,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.7 கனவுநிலையுரைத்தல்,"கனவினான் உண்டாகும் காமம் நனவினான்
நல்காரை நாடித் தரற்கு."
1215,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.7 கனவுநிலையுரைத்தல்,"நனவினால் கண்டதூஉம் ஆங்கே கனவுந்தான்
கண்ட பொழுதே இனிது."
1216,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.7 கனவுநிலையுரைத்தல்,"நனவென ஒன்றில்லை ஆயின் கனவினால்
காதலர் நீங்கலர் மன்."
1217,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.7 கனவுநிலையுரைத்தல்,"நனவினால் நல்காக் கொடியார் கனவனால்
என்எம்மைப் பீழிப் பது."
1218,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.7 கனவுநிலையுரைத்தல்,"துஞ்சுங்கால் தோள்மேலர் ஆகி விழிக்குங்கால்
நெஞ்சத்தர் ஆவர் விரைந்து."
1219,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.7 கனவுநிலையுரைத்தல்,"நனவினால் நல்காரை நோவர் கனவினால்
காதலர்க் காணா தவர்."
1220,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.7 கனவுநிலையுரைத்தல்,"நனவினால் நம்நீத்தார் என்பர் கனவினால்
காணார்கொல் இவ்வூ ரவர்."
1221,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.8 பொழுதுகண்டிரங்கல்,"மாலையோ அல்லை மணந்தார் உயிருண்ணும்
வேலைநீ வாழி பொழுது."
1222,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.8 பொழுதுகண்டிரங்கல்,"புன்கண்ணை வாழி மருள்மாலை எம்கேள்போல்
வன்கண்ண தோநின் துணை."
1223,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.8 பொழுதுகண்டிரங்கல்,"பனிஅரும்பிப் பைதல்கொள் மாலை துனிஅரும்பித்
துன்பம் வளர வரும்."
1224,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.8 பொழுதுகண்டிரங்கல்,"காதலர் இல்வழி மாலை கொலைக்களத்து
ஏதிலர் போல வரும்."
1225,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.8 பொழுதுகண்டிரங்கல்,"காலைக்குச் செய்தநன்று என்கொல் எவன்கொல்யான்
மாலைக்குச் செய்த பகை?"
1226,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.8 பொழுதுகண்டிரங்கல்,"மாலைநோய் செய்தல் மணந்தார் அகலாத
காலை அறிந்த திலேன்."
1227,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.8 பொழுதுகண்டிரங்கல்,"காலை அரும்பிப் பகலெல்லாம் போதாகி
மாலை மலரும்இந் நோய்."
1228,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.8 பொழுதுகண்டிரங்கல்,"அழல்போலும் மாலைக்குத் தூதாகி ஆயன்
குழல்போலும் கொல்லும் படை."
1229,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.8 பொழுதுகண்டிரங்கல்,"பதிமருண்டு பைதல் உழக்கும் மதிமருண்டு
மாலை படர்தரும் போழ்து."
1230,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.8 பொழுதுகண்டிரங்கல்,"பொருள்மாலை யாளரை உள்ளி மருள்மாலை
மாயும்என் மாயா உயிர்."
1231,3. காமத்துப்பால்,3.2 கற்பியல்,3..2. 9 உறுப்புநலனழிதல்,"சிறுமை நமக்கொழியச் சேட்சென்றார் உள்ளி
நறுமலர் நாணின கண்."
1232,3. காமத்துப்பால்,3.2 கற்பியல்,3..2. 9 உறுப்புநலனழிதல்,"நயந்தவர் நல்காமை சொல்லுவ போலும்
பசந்து பனிவாரும் கண்."
1233,3. காமத்துப்பால்,3.2 கற்பியல்,3..2. 9 உறுப்புநலனழிதல்,"தணந்தமை சால அறிவிப்ப போலும்
மணந்தநாள் வீங்கிய தோள்."
1234,3. காமத்துப்பால்,3.2 கற்பியல்,3..2. 9 உறுப்புநலனழிதல்,"பணைநீங்கிப் பைந்தொடி சோரும் துணைநீங்கித்
தொல்கவின் வாடிய தோள்."
1235,3. காமத்துப்பால்,3.2 கற்பியல்,3..2. 9 உறுப்புநலனழிதல்,"கொடியார் கொடுமை உரைக்கும் தொடியொடு
தொல்கவின் வாடிய தோள்."
1236,3. காமத்துப்பால்,3.2 கற்பியல்,3..2. 9 உறுப்புநலனழிதல்,"தொடியொடு தோள்நெகிழ நோவல் அவரைக்
கொடியர் எனக்கூறல் நொந்து."
1237,3. காமத்துப்பால்,3.2 கற்பியல்,3..2. 9 உறுப்புநலனழிதல்,"பாடு பெறுதியோ நெஞ்சே கொடியார்க்கென்
வாடுதோட் பூசல் உரைத்து."
1238,3. காமத்துப்பால்,3.2 கற்பியல்,3..2. 9 உறுப்புநலனழிதல்,"முயங்கிய கைகளை ஊக்கப் பசந்தது
பைந்தொடிப் பேதை நுதல்."
1239,3. காமத்துப்பால்,3.2 கற்பியல்,3..2. 9 உறுப்புநலனழிதல்,"முயக்கிடைத் தண்வளி போழப் பசப்புற்ற
பேதை பெருமழைக் கண்."
1240,3. காமத்துப்பால்,3.2 கற்பியல்,3..2. 9 உறுப்புநலனழிதல்,"கண்ணின் பசப்போ பருவரல் எய்தின்றே
ஒண்ணுதல் செய்தது கண்டு."
1241,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.10 நெஞ்சொடுகிளத்தல்,"நினைத்தொன்று சொல்லாயோ நெஞ்சே எனைத்தொன்றும்
எவ்வநோய் தீர்க்கும் மருந்து."
1242,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.10 நெஞ்சொடுகிளத்தல்,"காதல் அவரிலர் ஆகநீ நோவது
பேதைமை வாழியென் நெஞ்சு."
1243,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.10 நெஞ்சொடுகிளத்தல்,"இருந்துள்ளி என்பரிதல் நெஞ்சே பரிந்துள்ளல்
பைதல்நோய் செய்தார்கண் இல்."
1244,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.10 நெஞ்சொடுகிளத்தல்,"கண்ணும் கொளச்சேறி நெஞ்சே இவையென்னைத்
தின்னும் அவர்க்காணல் உற்று."
1245,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.10 நெஞ்சொடுகிளத்தல்,"செற்றார் எனக்கை விடல்உண்டோ நெஞ்சேயாம்
உற்றால் உறாஅ தவர்."
1246,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.10 நெஞ்சொடுகிளத்தல்,"கலந்துணர்த்தும் காதலர்க் கண்டாற் புலந்துணராய்
பொய்க்காய்வு காய்திஎன் நெஞ்சு."
1247,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.10 நெஞ்சொடுகிளத்தல்,"காமம் விடுஒன்றோ நாண்விடு நன்னெஞ்சே
யானோ பொறேன்இவ் விரண்டு."
1248,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.10 நெஞ்சொடுகிளத்தல்,"பரிந்தவர் நல்காரென்று ஏங்கிப் பிரிந்தவர்
பின்செல்வாய் பேதைஎன் நெஞ்சு."
1249,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.10 நெஞ்சொடுகிளத்தல்,"உள்ளத்தார் காத லவரால் உள்ளிநீ
யாருழைச் சேறியென் நெஞ்சு."
1250,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.10 நெஞ்சொடுகிளத்தல்,"துன்னாத் துறந்தாரை நெஞ்சத்து உடையேமா
இன்னும் இழத்தும் கவின்."
